age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,purchase
93,retired,single,primary,6017,yes,no,cellular,18,aug,1220,3,9,nonexistent,no
32,retired,divorced,unknown,41678,no,yes,telephone,11,sep,1964,5,6,nonexistent,no
83,student,single,tertiary,30948,no,no,cellular,22,may,562,27,4,failure,yes
49,student,divorced,secondary,23993,no,no,cellular,14,jun,3404,39,6,nonexistent,no
80,blue-collar,married,tertiary,34232,no,no,cellular,4,apr,3420,33,6,nonexistent,no
68,management,single,unknown,9611,yes,yes,cellular,3,nov,92,40,9,success,no
42,technician,single,tertiary,30219,yes,yes,cellular,29,feb,842,38,1,nonexistent,no
75,services,divorced,unknown,28860,yes,yes,cellular,24,dec,2399,4,5,success,no
80,technician,single,primary,47681,yes,no,cellular,14,may,156,43,7,success,no
79,retired,single,primary,19063,no,yes,cellular,20,may,995,38,7,success,no
39,blue-collar,divorced,unknown,45574,no,yes,telephone,3,jan,2392,2,8,failure,no
75,retired,divorced,primary,12065,yes,yes,cellular,27,dec,3740,19,4,success,no
75,technician,divorced,tertiary,22324,yes,no,telephone,21,may,2850,18,9,nonexistent,no
66,retired,married,secondary,-714,yes,yes,cellular,29,jan,2736,11,2,nonexistent,no
69,student,divorced,secondary,32958,no,yes,cellular,25,mar,1801,35,4,success,no
59,management,single,tertiary,39666,yes,yes,cellular,26,nov,2280,11,5,success,no
87,housemaid,married,secondary,42177,no,no,cellular,3,sep,615,33,8,success,no
32,technician,divorced,tertiary,22869,yes,yes,cellular,25,apr,3457,2,8,success,no
71,services,married,unknown,48713,yes,yes,telephone,20,sep,3754,1,3,success,yes
77,services,married,secondary,3628,no,yes,cellular,12,jun,257,33,9,nonexistent,no
25,student,single,unknown,27093,no,no,telephone,10,jan,473,13,4,failure,no
70,management,married,unknown,44650,yes,no,cellular,20,dec,2481,27,7,success,no
77,admin.,divorced,tertiary,49763,yes,yes,telephone,18,mar,1301,1,8,success,no
22,admin.,married,secondary,-1340,no,yes,telephone,12,mar,869,42,0,failure,no
85,unemployed,married,primary,46016,no,yes,telephone,24,apr,3751,29,2,success,no
23,unemployed,single,primary,17562,no,no,cellular,4,oct,1615,45,3,nonexistent,no
64,technician,single,primary,1389,no,no,telephone,19,apr,691,40,8,nonexistent,yes
72,student,divorced,primary,41066,no,no,telephone,29,aug,407,22,0,failure,no
57,student,single,tertiary,33831,yes,no,cellular,19,mar,2318,39,9,success,no
69,retired,divorced,unknown,33608,no,yes,cellular,17,nov,1453,20,7,success,yes
33,services,divorced,secondary,8770,yes,yes,cellular,8,apr,1476,44,1,nonexistent,no
30,services,single,tertiary,24627,no,no,telephone,29,dec,450,40,0,nonexistent,no
47,services,married,primary,4146,no,no,cellular,11,dec,3808,45,9,success,no
36,blue-collar,single,secondary,20945,yes,no,cellular,5,mar,1861,2,6,success,no
34,management,married,tertiary,41913,yes,yes,telephone,5,jul,3561,41,3,success,no
80,entrepreneur,married,unknown,22944,no,no,cellular,13,jun,1000,17,1,success,no
36,retired,divorced,primary,47690,no,no,cellular,4,jan,599,48,3,success,no
75,admin.,divorced,secondary,49545,no,no,cellular,13,oct,1001,41,9,nonexistent,no
72,student,single,secondary,15280,yes,no,cellular,16,jan,3528,5,1,nonexistent,no
79,admin.,married,primary,21251,yes,no,telephone,12,jun,3002,48,3,nonexistent,no
40,blue-collar,single,unknown,27235,no,yes,cellular,14,mar,2020,26,1,nonexistent,no
26,admin.,divorced,primary,29896,yes,no,telephone,21,sep,1738,13,6,failure,no
29,services,married,unknown,37113,no,no,cellular,28,dec,2938,34,2,nonexistent,no
18,housemaid,single,secondary,49520,yes,yes,telephone,21,dec,317,30,6,success,no
75,retired,single,primary,11322,no,no,telephone,9,feb,2706,44,1,nonexistent,no
18,housemaid,divorced,unknown,5747,no,no,cellular,27,dec,153,41,3,nonexistent,yes
51,unemployed,divorced,unknown,49532,no,no,cellular,6,mar,3628,2,6,nonexistent,no
65,housemaid,divorced,tertiary,30212,yes,yes,cellular,29,sep,339,12,5,failure,no
18,entrepreneur,divorced,unknown,47166,no,no,telephone,25,dec,1914,22,2,nonexistent,no
33,student,single,primary,42088,no,yes,telephone,8,jun,793,38,7,nonexistent,no
78,blue-collar,divorced,primary,33903,yes,yes,cellular,16,jan,999,13,8,success,no
81,student,divorced,unknown,277,yes,no,telephone,19,feb,3242,48,3,success,no
80,entrepreneur,single,primary,38970,no,yes,cellular,2,jul,2364,25,8,success,no
86,student,single,secondary,-344,no,no,cellular,6,jun,3398,40,2,success,no
39,housemaid,married,secondary,40207,no,yes,cellular,30,jan,2648,39,1,failure,no
84,management,single,primary,44816,no,yes,cellular,29,oct,2884,47,7,nonexistent,yes
93,student,married,unknown,48812,yes,yes,telephone,2,feb,3208,37,9,failure,no
43,unemployed,divorced,secondary,30403,no,no,cellular,19,jun,1904,21,5,nonexistent,no
33,retired,married,unknown,32531,yes,no,telephone,19,dec,2513,18,7,success,no
68,retired,married,primary,48681,no,yes,cellular,13,jun,2061,19,2,nonexistent,no
74,admin.,divorced,tertiary,13413,no,no,cellular,17,jun,3573,13,7,nonexistent,no
46,technician,divorced,secondary,38633,no,yes,telephone,21,sep,1419,25,9,nonexistent,no
86,housemaid,divorced,primary,4910,yes,no,telephone,8,feb,3920,16,9,failure,no
64,services,married,secondary,33385,yes,yes,cellular,9,oct,514,45,1,success,no
79,entrepreneur,single,unknown,45508,yes,no,cellular,23,oct,195,29,6,success,no
86,blue-collar,single,tertiary,33522,no,yes,telephone,5,nov,2927,46,1,failure,yes
93,housemaid,single,tertiary,23504,yes,no,telephone,8,sep,1095,16,1,failure,yes
33,retired,divorced,primary,6101,no,no,telephone,9,sep,3947,22,4,failure,no
65,admin.,divorced,secondary,48578,no,no,cellular,16,oct,3362,44,8,success,no
56,student,single,tertiary,6067,no,no,cellular,16,sep,3920,12,1,success,no
50,services,divorced,secondary,26235,no,no,cellular,12,sep,1314,43,8,success,no
40,services,married,unknown,3208,no,yes,cellular,25,mar,1668,26,7,failure,no
27,technician,married,unknown,44945,no,yes,telephone,25,oct,1867,28,9,failure,no
86,management,divorced,primary,12928,no,no,telephone,11,sep,3875,28,3,success,yes
51,technician,single,tertiary,8425,no,no,telephone,18,oct,2797,23,4,nonexistent,no
69,student,single,tertiary,26485,yes,yes,telephone,13,sep,3065,39,5,nonexistent,no
27,housemaid,married,secondary,30523,no,no,telephone,3,mar,879,30,8,success,no
36,unemployed,divorced,unknown,11182,yes,no,telephone,18,apr,2419,36,9,nonexistent,no
75,entrepreneur,single,tertiary,4222,no,no,cellular,11,apr,2240,38,5,failure,yes
18,services,single,primary,12480,no,no,cellular,30,apr,1015,14,5,success,no
86,blue-collar,divorced,primary,49213,no,yes,telephone,11,jul,2188,31,5,failure,no
21,housemaid,divorced,tertiary,43057,no,no,telephone,5,may,1975,46,9,nonexistent,no
33,blue-collar,single,primary,33331,yes,yes,cellular,30,jul,1702,12,0,success,no
41,admin.,divorced,tertiary,33571,yes,yes,telephone,28,jun,2243,47,0,nonexistent,no
19,blue-collar,divorced,tertiary,36977,yes,yes,cellular,3,jul,3476,11,8,failure,no
49,services,divorced,tertiary,33061,yes,yes,cellular,29,aug,3828,4,9,success,no
41,services,single,tertiary,16009,yes,no,telephone,25,jun,3742,25,1,failure,no
29,services,married,secondary,13789,yes,yes,telephone,2,sep,3124,43,4,failure,no
67,housemaid,divorced,tertiary,31339,no,no,cellular,15,apr,3085,25,8,failure,no
52,housemaid,single,primary,38167,no,no,cellular,5,dec,3406,44,5,failure,no
50,entrepreneur,married,unknown,27107,yes,yes,telephone,28,may,3279,20,8,success,no
50,retired,single,secondary,49552,yes,yes,cellular,5,sep,799,8,1,nonexistent,no
78,management,single,unknown,24287,yes,no,telephone,21,sep,2935,24,9,nonexistent,no
68,student,single,unknown,13014,no,no,cellular,16,feb,3440,18,0,failure,no
60,student,married,unknown,6574,no,yes,telephone,17,feb,3087,38,1,failure,yes
29,admin.,single,unknown,36597,no,yes,cellular,26,sep,2007,9,1,failure,no
84,technician,married,unknown,15467,no,no,telephone,7,jun,1695,24,4,nonexistent,no
82,entrepreneur,divorced,primary,49101,no,yes,telephone,30,aug,2841,49,0,success,yes
50,retired,married,tertiary,41477,yes,yes,telephone,2,aug,2025,5,1,nonexistent,no
57,unemployed,single,primary,19914,no,no,telephone,28,aug,2221,48,4,nonexistent,no
91,admin.,married,secondary,10361,yes,no,telephone,30,may,2747,45,4,failure,no
60,housemaid,single,primary,17881,no,no,cellular,14,nov,3651,13,6,failure,no
61,retired,divorced,secondary,19880,yes,no,cellular,18,nov,720,21,3,success,no
46,services,married,tertiary,25251,no,no,telephone,25,oct,608,9,5,failure,no
30,housemaid,divorced,unknown,47925,no,no,cellular,12,apr,3460,2,5,failure,no
29,technician,married,tertiary,42016,no,yes,cellular,17,mar,1212,48,8,failure,yes
63,technician,single,primary,38561,no,no,telephone,25,apr,3671,1,2,nonexistent,no
19,student,married,primary,24889,no,no,cellular,6,aug,3128,8,8,success,no
52,management,divorced,tertiary,33365,yes,no,cellular,5,apr,3518,24,8,success,no
25,management,married,tertiary,23979,no,yes,cellular,21,aug,1679,34,1,nonexistent,no
43,unemployed,divorced,primary,46741,no,yes,telephone,21,aug,3059,10,1,nonexistent,no
91,housemaid,divorced,tertiary,11360,no,no,cellular,22,jan,674,45,6,failure,no
51,housemaid,single,secondary,30602,no,no,cellular,7,nov,3468,1,7,success,yes
24,technician,married,secondary,-597,no,yes,telephone,27,nov,3862,35,2,nonexistent,no
85,services,divorced,primary,34088,no,yes,cellular,25,dec,3708,41,6,nonexistent,no
75,services,single,primary,38007,no,no,telephone,18,dec,62,26,6,failure,no
92,blue-collar,single,tertiary,12782,no,yes,cellular,20,sep,1787,4,6,failure,yes
46,services,single,tertiary,37417,no,yes,telephone,11,mar,2892,31,1,success,yes
53,retired,divorced,unknown,12020,yes,yes,telephone,5,jun,1320,5,7,success,no
38,management,married,secondary,5420,yes,no,telephone,6,mar,1416,23,9,success,yes
53,services,divorced,primary,21523,no,yes,cellular,7,sep,588,34,7,failure,no
27,entrepreneur,single,primary,31637,no,yes,telephone,3,jan,1370,15,4,success,no
90,housemaid,divorced,primary,37210,no,no,cellular,30,jul,1216,3,6,failure,no
41,services,divorced,primary,29453,no,yes,cellular,3,may,2288,19,6,success,no
81,blue-collar,single,unknown,7275,no,yes,cellular,25,dec,3531,43,9,failure,no
66,unemployed,married,secondary,28052,yes,yes,cellular,25,mar,2446,39,3,success,yes
53,unemployed,single,unknown,29061,no,no,telephone,30,dec,2450,39,4,nonexistent,no
41,technician,single,secondary,31741,yes,no,telephone,2,nov,1318,27,5,failure,yes
40,services,divorced,primary,29613,no,no,telephone,20,jul,1196,22,5,nonexistent,no
79,housemaid,single,secondary,23801,no,yes,cellular,4,jan,1137,49,9,success,no
54,housemaid,divorced,primary,40762,no,yes,telephone,5,jun,2029,15,8,failure,no
29,management,single,unknown,46162,no,yes,cellular,2,jul,3244,40,2,success,no
72,unemployed,single,secondary,44846,yes,no,cellular,16,sep,2363,42,4,failure,no
30,technician,married,tertiary,28230,yes,no,telephone,12,sep,3879,15,0,nonexistent,no
40,services,single,secondary,30199,yes,yes,telephone,15,jul,1304,32,0,success,no
47,unemployed,married,primary,15572,yes,no,cellular,27,may,1574,31,9,failure,no
34,unemployed,single,tertiary,3147,yes,no,cellular,27,jul,418,39,4,nonexistent,no
79,housemaid,single,primary,1443,no,yes,telephone,4,nov,1108,17,0,nonexistent,no
30,services,single,tertiary,42894,no,yes,telephone,27,jan,1518,13,6,nonexistent,yes
76,admin.,married,tertiary,26985,yes,no,telephone,30,jul,1346,38,9,success,no
36,services,divorced,secondary,3684,no,no,cellular,3,dec,121,37,7,success,yes
66,retired,married,secondary,11595,no,no,cellular,14,oct,1281,16,9,nonexistent,no
29,unemployed,single,tertiary,-679,no,yes,telephone,13,apr,1852,28,1,failure,no
78,management,divorced,tertiary,12810,yes,no,cellular,27,feb,2893,34,2,success,yes
36,admin.,single,tertiary,49175,yes,yes,cellular,6,jun,2949,32,9,success,no
93,blue-collar,married,primary,4740,yes,no,telephone,4,jul,2815,24,7,success,no
26,technician,married,secondary,30712,yes,no,telephone,1,nov,500,37,0,nonexistent,no
88,services,divorced,primary,3468,no,yes,cellular,3,jul,1603,5,8,failure,yes
45,management,married,secondary,11518,no,yes,cellular,24,aug,1685,44,4,success,no
69,blue-collar,single,unknown,10704,no,no,telephone,12,may,2537,23,9,failure,no
33,blue-collar,divorced,primary,-1562,no,no,telephone,3,oct,334,21,0,success,no
86,unemployed,single,secondary,-1836,no,yes,telephone,23,nov,3443,1,9,success,no
29,retired,divorced,tertiary,3678,no,no,telephone,18,oct,3836,13,7,failure,no
42,unemployed,divorced,tertiary,34105,yes,yes,telephone,14,nov,2542,44,8,failure,no
69,technician,single,secondary,34118,no,yes,cellular,5,aug,2478,8,8,failure,yes
70,admin.,married,tertiary,15371,no,no,telephone,23,apr,1442,1,8,nonexistent,no
40,housemaid,single,tertiary,33297,no,yes,telephone,1,oct,1869,15,5,failure,no
33,entrepreneur,married,unknown,18996,no,yes,cellular,14,jan,1441,10,6,failure,no
74,admin.,married,unknown,26753,no,no,telephone,27,dec,813,1,6,failure,no
56,technician,single,unknown,43174,yes,no,cellular,12,aug,2819,14,3,failure,no
70,housemaid,divorced,primary,18229,no,no,telephone,1,apr,2187,45,2,failure,no
59,blue-collar,single,unknown,3756,no,no,cellular,27,may,1836,42,8,failure,no
75,admin.,divorced,unknown,38873,yes,no,cellular,24,apr,1158,37,2,failure,no
56,housemaid,married,unknown,48478,yes,no,telephone,2,jul,3949,41,2,success,yes
31,services,divorced,secondary,22603,no,no,telephone,12,oct,3857,46,3,failure,no
22,unemployed,single,tertiary,40984,no,no,cellular,13,mar,3794,21,9,failure,no
52,entrepreneur,divorced,secondary,21308,yes,no,cellular,27,feb,293,1,9,failure,no
92,management,married,unknown,35361,no,yes,telephone,20,oct,2245,47,9,failure,no
35,services,married,primary,29256,yes,no,cellular,15,dec,2495,27,2,failure,no
93,admin.,divorced,secondary,30961,yes,yes,cellular,16,feb,1927,31,1,success,no
26,student,married,unknown,23167,yes,no,cellular,19,jul,881,7,4,nonexistent,no
91,housemaid,married,primary,49641,no,no,telephone,5,nov,53,18,0,failure,no
75,blue-collar,divorced,primary,24433,yes,yes,cellular,2,dec,3603,36,0,success,no
34,blue-collar,married,primary,27731,yes,yes,telephone,6,oct,1038,24,5,nonexistent,yes
24,student,divorced,tertiary,4401,no,yes,cellular,8,jun,878,38,3,failure,no
63,admin.,divorced,primary,32505,yes,yes,cellular,21,feb,2433,35,7,success,no
30,blue-collar,married,unknown,16445,yes,no,telephone,7,aug,2232,4,0,nonexistent,no
57,retired,divorced,secondary,7882,no,no,telephone,21,jun,1192,2,9,nonexistent,no
59,blue-collar,married,secondary,46014,no,no,telephone,13,aug,3325,35,4,nonexistent,no
26,entrepreneur,married,unknown,4283,no,no,cellular,6,jun,2086,18,5,nonexistent,no
67,retired,married,tertiary,23970,no,no,cellular,9,apr,2444,2,4,nonexistent,no
44,technician,single,tertiary,9360,no,no,telephone,12,aug,3235,27,9,success,no
83,technician,married,primary,30235,no,yes,cellular,27,apr,616,40,5,failure,no
22,housemaid,divorced,unknown,13859,no,no,telephone,30,jun,11,7,2,nonexistent,yes
46,retired,divorced,primary,5599,no,yes,cellular,10,may,2392,41,8,success,no
54,services,divorced,primary,8428,no,no,telephone,11,apr,2518,31,6,failure,no
55,housemaid,single,unknown,45185,no,no,telephone,1,jul,3685,41,9,success,no
25,services,single,tertiary,1883,no,yes,cellular,10,aug,2113,34,0,success,no
82,entrepreneur,divorced,tertiary,17635,no,no,telephone,25,jun,2805,7,4,nonexistent,no
34,unemployed,divorced,secondary,35821,no,no,telephone,16,jan,407,45,9,failure,yes
88,admin.,single,unknown,46001,no,yes,telephone,19,jul,3413,29,0,success,no
62,retired,divorced,primary,10124,yes,yes,telephone,10,apr,1560,8,2,failure,no
21,student,married,unknown,17398,no,no,telephone,15,feb,606,33,5,nonexistent,no
53,management,married,primary,26062,no,yes,cellular,14,mar,2949,3,1,failure,no
87,admin.,divorced,secondary,31896,yes,yes,telephone,3,oct,2431,40,4,nonexistent,no
48,entrepreneur,married,secondary,45484,yes,yes,cellular,4,apr,1799,32,6,success,no
36,retired,divorced,secondary,37633,yes,no,telephone,8,jul,3814,19,8,failure,no
78,technician,single,secondary,20856,no,yes,cellular,1,sep,1794,4,0,failure,yes
71,admin.,divorced,primary,12407,yes,no,telephone,20,oct,3079,10,6,nonexistent,yes
56,services,single,tertiary,16080,no,yes,cellular,15,nov,3126,18,7,nonexistent,no
91,student,married,primary,6324,no,yes,telephone,7,jun,824,19,2,failure,no
36,admin.,married,secondary,5407,yes,yes,telephone,12,oct,1565,12,1,success,no
56,management,married,tertiary,38013,yes,yes,cellular,3,may,2181,11,7,success,no
84,entrepreneur,divorced,unknown,35433,yes,no,cellular,23,sep,667,32,6,success,no
62,entrepreneur,single,primary,2220,no,no,cellular,27,dec,239,6,0,success,no
30,housemaid,single,unknown,9731,yes,no,telephone,5,aug,1368,38,1,nonexistent,no
75,entrepreneur,married,secondary,9180,yes,yes,cellular,29,aug,582,28,3,nonexistent,no
37,housemaid,married,unknown,20554,yes,yes,telephone,26,aug,2178,26,2,success,no
89,entrepreneur,single,tertiary,10494,yes,yes,cellular,27,aug,3337,8,1,success,no
78,management,divorced,tertiary,9485,yes,no,telephone,25,aug,1749,10,4,failure,no
56,entrepreneur,married,tertiary,-1689,yes,yes,telephone,8,oct,1515,22,5,nonexistent,no
18,student,divorced,primary,25005,yes,yes,cellular,11,oct,526,34,5,success,no
20,unemployed,married,unknown,24361,yes,no,telephone,19,jul,323,45,6,success,no
94,technician,married,unknown,36202,no,yes,telephone,30,feb,1370,22,5,failure,no
79,student,divorced,unknown,13567,yes,no,cellular,12,feb,2134,22,5,success,no
80,entrepreneur,divorced,secondary,13980,no,no,cellular,20,nov,837,6,7,failure,no
42,retired,divorced,primary,47553,yes,no,cellular,7,may,1686,31,4,nonexistent,no
73,services,divorced,primary,19938,no,yes,cellular,29,jun,2157,36,4,success,no
50,unemployed,single,unknown,48748,no,yes,cellular,14,sep,3801,11,6,success,no
55,technician,single,primary,-1879,no,yes,telephone,2,jan,305,18,9,failure,no
23,services,married,unknown,31518,yes,no,telephone,26,nov,3788,34,6,failure,no
